age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
30.0,8.0,0.0,3.0,1.0,2666.0,1.0,1.0,2.0,5.0,7.0,475.0,2.0,93.0,4.0,3.0,0.0
34.0,7.0,2.0,1.0,1.0,79.0,1.0,0.0,2.0,20.0,10.0,104.0,1.0,-1.0,0.0,0.0,1.0
54.0,7.0,0.0,2.0,1.0,6242.0,0.0,1.0,2.0,7.0,4.0,162.0,1.0,-1.0,0.0,0.0,1.0
40.0,0.0,2.0,1.0,1.0,985.0,0.0,1.0,2.0,4.0,5.0,592.0,3.0,50.0,8.0,2.0,0.0
37.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,21.0,3.0,146.0,4.0,-1.0,0.0,0.0,0.0
40.0,11.0,1.0,1.0,1.0,49.0,1.0,0.0,2.0,18.0,6.0,191.0,1.0,-1.0,0.0,0.0,1.0
49.0,3.0,0.0,3.0,1.0,1093.0,0.0,0.0,2.0,15.0,8.0,316.0,1.0,246.0,4.0,3.0,0.0
41.0,7.0,0.0,2.0,1.0,6596.0,0.0,1.0,2.0,20.0,10.0,88.0,1.0,-1.0,0.0,0.0,1.0
35.0,10.0,2.0,2.0,1.0,744.0,0.0,1.0,2.0,7.0,3.0,1096.0,1.0,-1.0,0.0,0.0,1.0
35.0,10.0,0.0,3.0,1.0,4.0,0.0,1.0,2.0,14.0,4.0,88.0,1.0,-1.0,0.0,0.0,1.0
30.0,10.0,2.0,1.0,1.0,194.0,1.0,0.0,2.0,27.0,7.0,60.0,3.0,-1.0,0.0,0.0,1.0
30.0,6.0,2.0,1.0,1.0,1779.0,1.0,1.0,2.0,11.0,7.0,233.0,1.0,433.0,1.0,3.0,0.0
50.0,0.0,0.0,1.0,1.0,715.0,1.0,1.0,2.0,28.0,7.0,131.0,13.0,-1.0,0.0,0.0,1.0
40.0,4.0,1.0,1.0,1.0,4328.0,1.0,1.0,2.0,20.0,7.0,133.0,2.0,-1.0,0.0,0.0,1.0
34.0,10.0,2.0,1.0,1.0,174.0,1.0,1.0,1.0,11.0,4.0,259.0,4.0,-1.0,0.0,0.0,1.0
53.0,11.0,0.0,1.0,1.0,6170.0,1.0,1.0,2.0,13.0,7.0,838.0,4.0,-1.0,0.0,0.0,0.0
37.0,3.0,2.0,3.0,1.0,3141.0,1.0,1.0,2.0,4.0,4.0,384.0,2.0,-1.0,0.0,0.0,0.0
34.0,3.0,0.0,3.0,1.0,11.0,0.0,1.0,2.0,17.0,6.0,654.0,1.0,-1.0,0.0,0.0,1.0
40.0,7.0,1.0,1.0,1.0,-90.0,0.0,1.0,0.0,28.0,4.0,130.0,1.0,-1.0,0.0,0.0,1.0
26.0,0.0,0.0,1.0,1.0,1595.0,1.0,1.0,2.0,15.0,5.0,155.0,1.0,105.0,1.0,2.0,0.0
25.0,7.0,2.0,1.0,1.0,1857.0,0.0,1.0,2.0,12.0,9.0,187.0,1.0,91.0,12.0,3.0,0.0
59.0,0.0,0.0,2.0,1.0,1040.0,1.0,1.0,1.0,31.0,6.0,733.0,1.0,-1.0,0.0,0.0,1.0
31.0,3.0,2.0,3.0,1.0,1619.0,1.0,1.0,2.0,30.0,3.0,327.0,2.0,-1.0,0.0,0.0,0.0
41.0,11.0,0.0,0.0,1.0,1538.0,1.0,1.0,2.0,29.0,6.0,710.0,2.0,-1.0,0.0,0.0,0.0
31.0,3.0,2.0,3.0,1.0,354.0,1.0,1.0,2.0,21.0,3.0,242.0,2.0,-1.0,0.0,0.0,0.0
39.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,26.0,4.0,506.0,2.0,-1.0,0.0,0.0,1.0
60.0,9.0,0.0,1.0,1.0,143.0,1.0,1.0,1.0,30.0,0.0,345.0,1.0,-1.0,0.0,0.0,1.0
32.0,10.0,2.0,3.0,1.0,13711.0,0.0,1.0,2.0,14.0,4.0,638.0,1.0,175.0,3.0,3.0,1.0
35.0,3.0,0.0,3.0,1.0,365.0,1.0,1.0,2.0,21.0,10.0,168.0,2.0,-1.0,0.0,0.0,1.0
43.0,3.0,0.0,3.0,1.0,839.0,1.0,1.0,2.0,22.0,6.0,942.0,1.0,-1.0,0.0,0.0,0.0
41.0,10.0,0.0,1.0,1.0,501.0,0.0,1.0,0.0,19.0,4.0,579.0,5.0,-1.0,0.0,0.0,0.0
59.0,1.0,0.0,0.0,1.0,2443.0,1.0,1.0,0.0,20.0,5.0,8.0,8.0,-1.0,0.0,0.0,1.0
33.0,10.0,0.0,1.0,1.0,303.0,0.0,1.0,2.0,3.0,1.0,355.0,1.0,301.0,5.0,3.0,0.0
74.0,9.0,0.0,1.0,1.0,921.0,1.0,1.0,1.0,17.0,3.0,394.0,2.0,-1.0,0.0,0.0,0.0
49.0,0.0,2.0,1.0,1.0,293.0,1.0,1.0,2.0,28.0,5.0,452.0,1.0,-1.0,0.0,0.0,0.0
40.0,11.0,1.0,2.0,1.0,471.0,0.0,1.0,2.0,16.0,3.0,1156.0,1.0,345.0,2.0,2.0,0.0
46.0,7.0,0.0,1.0,1.0,229.0,0.0,1.0,2.0,17.0,3.0,191.0,1.0,-1.0,0.0,0.0,1.0
51.0,0.0,2.0,1.0,1.0,1994.0,1.0,1.0,0.0,18.0,5.0,771.0,2.0,-1.0,0.0,0.0,0.0
28.0,7.0,2.0,2.0,1.0,431.0,0.0,1.0,2.0,13.0,4.0,68.0,2.0,363.0,2.0,2.0,1.0
45.0,0.0,1.0,1.0,1.0,397.0,0.0,0.0,2.0,22.0,4.0,582.0,1.0,95.0,2.0,3.0,0.0
48.0,7.0,0.0,2.0,1.0,1670.0,1.0,1.0,0.0,17.0,5.0,145.0,1.0,-1.0,0.0,0.0,1.0
29.0,10.0,2.0,3.0,1.0,910.0,0.0,1.0,2.0,11.0,4.0,278.0,1.0,-1.0,0.0,0.0,1.0
43.0,2.0,0.0,2.0,1.0,9.0,0.0,0.0,2.0,6.0,4.0,472.0,1.0,-1.0,0.0,0.0,1.0
49.0,10.0,1.0,1.0,1.0,305.0,1.0,1.0,2.0,24.0,6.0,367.0,2.0,-1.0,0.0,0.0,0.0
39.0,0.0,0.0,1.0,1.0,159.0,1.0,1.0,2.0,19.0,10.0,177.0,1.0,-1.0,0.0,0.0,1.0
31.0,10.0,2.0,1.0,1.0,2544.0,1.0,1.0,2.0,12.0,0.0,229.0,1.0,279.0,2.0,3.0,0.0
31.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,28.0,6.0,664.0,8.0,-1.0,0.0,0.0,0.0
32.0,10.0,0.0,1.0,1.0,-300.0,1.0,1.0,2.0,28.0,7.0,226.0,9.0,-1.0,0.0,0.0,1.0
35.0,0.0,2.0,3.0,1.0,1374.0,0.0,1.0,2.0,15.0,4.0,319.0,1.0,-1.0,0.0,0.0,1.0
31.0,6.0,2.0,3.0,1.0,4951.0,1.0,1.0,2.0,28.0,5.0,150.0,3.0,-1.0,0.0,0.0,1.0
37.0,0.0,2.0,1.0,1.0,810.0,0.0,1.0,2.0,8.0,3.0,376.0,1.0,295.0,1.0,2.0,1.0
35.0,3.0,0.0,3.0,1.0,648.0,1.0,1.0,2.0,30.0,6.0,674.0,2.0,-1.0,0.0,0.0,1.0
32.0,3.0,0.0,3.0,1.0,1683.0,0.0,0.0,2.0,20.0,3.0,72.0,2.0,-1.0,0.0,0.0,1.0
36.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,27.0,4.0,145.0,2.0,-1.0,0.0,0.0,1.0
49.0,4.0,0.0,2.0,1.0,78.0,1.0,1.0,1.0,10.0,6.0,139.0,1.0,-1.0,0.0,0.0,1.0
33.0,11.0,0.0,1.0,1.0,210.0,0.0,1.0,2.0,13.0,4.0,1207.0,2.0,-1.0,0.0,0.0,0.0
39.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,27.0,4.0,205.0,8.0,-1.0,0.0,0.0,1.0
45.0,7.0,0.0,1.0,1.0,640.0,0.0,1.0,2.0,4.0,4.0,447.0,1.0,-1.0,0.0,0.0,0.0
39.0,3.0,1.0,3.0,1.0,224.0,1.0,1.0,2.0,2.0,6.0,194.0,2.0,88.0,1.0,3.0,0.0
31.0,10.0,2.0,1.0,1.0,4105.0,1.0,1.0,2.0,30.0,3.0,264.0,1.0,-1.0,0.0,0.0,1.0
30.0,10.0,2.0,1.0,1.0,930.0,1.0,1.0,2.0,2.0,6.0,396.0,1.0,-1.0,0.0,0.0,0.0
50.0,3.0,0.0,1.0,1.0,1165.0,1.0,1.0,2.0,16.0,6.0,455.0,1.0,-1.0,0.0,0.0,0.0
28.0,8.0,2.0,1.0,1.0,123.0,0.0,1.0,0.0,9.0,4.0,97.0,1.0,-1.0,0.0,0.0,1.0
43.0,4.0,0.0,1.0,1.0,150.0,1.0,1.0,1.0,28.0,6.0,290.0,7.0,-1.0,0.0,0.0,1.0
35.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,5.0,4.0,310.0,1.0,-1.0,0.0,0.0,1.0
33.0,2.0,2.0,3.0,1.0,4874.0,1.0,1.0,1.0,22.0,1.0,363.0,2.0,-1.0,0.0,0.0,1.0
53.0,11.0,1.0,2.0,1.0,778.0,0.0,1.0,2.0,17.0,3.0,221.0,2.0,-1.0,0.0,0.0,1.0
53.0,8.0,0.0,2.0,1.0,4576.0,1.0,1.0,1.0,30.0,6.0,82.0,2.0,-1.0,0.0,0.0,1.0
35.0,7.0,0.0,1.0,1.0,674.0,0.0,1.0,0.0,30.0,4.0,274.0,2.0,-1.0,0.0,0.0,1.0
29.0,3.0,2.0,3.0,1.0,697.0,1.0,1.0,2.0,4.0,1.0,206.0,1.0,-1.0,0.0,0.0,0.0
46.0,10.0,0.0,3.0,1.0,4176.0,0.0,1.0,0.0,12.0,5.0,153.0,6.0,-1.0,0.0,0.0,1.0
49.0,3.0,0.0,3.0,1.0,735.0,0.0,1.0,0.0,13.0,4.0,50.0,3.0,-1.0,0.0,0.0,1.0
51.0,0.0,0.0,1.0,1.0,176.0,1.0,1.0,2.0,28.0,0.0,214.0,1.0,183.0,2.0,2.0,1.0
57.0,9.0,0.0,3.0,1.0,11254.0,1.0,1.0,2.0,30.0,6.0,229.0,2.0,-1.0,0.0,0.0,1.0
31.0,10.0,2.0,3.0,0.0,24.0,1.0,1.0,2.0,21.0,7.0,246.0,2.0,-1.0,0.0,0.0,1.0
33.0,3.0,2.0,3.0,1.0,2637.0,1.0,1.0,2.0,28.0,7.0,583.0,17.0,-1.0,0.0,0.0,0.0
22.0,7.0,2.0,1.0,1.0,682.0,1.0,1.0,2.0,5.0,5.0,126.0,2.0,91.0,1.0,3.0,0.0
53.0,3.0,0.0,3.0,1.0,241.0,0.0,1.0,2.0,19.0,10.0,137.0,1.0,-1.0,0.0,0.0,1.0
64.0,9.0,0.0,3.0,1.0,1644.0,1.0,1.0,1.0,7.0,8.0,569.0,4.0,-1.0,0.0,0.0,0.0
50.0,10.0,0.0,1.0,1.0,1838.0,0.0,0.0,2.0,13.0,7.0,221.0,8.0,-1.0,0.0,0.0,1.0
42.0,0.0,0.0,1.0,1.0,6445.0,0.0,1.0,0.0,2.0,5.0,20.0,8.0,-1.0,0.0,0.0,1.0
37.0,11.0,0.0,1.0,1.0,775.0,1.0,0.0,2.0,25.0,6.0,1000.0,1.0,-1.0,0.0,0.0,0.0
32.0,10.0,0.0,1.0,1.0,696.0,0.0,1.0,0.0,2.0,5.0,815.0,1.0,-1.0,0.0,0.0,0.0
60.0,4.0,0.0,2.0,1.0,352.0,1.0,0.0,0.0,17.0,5.0,81.0,2.0,-1.0,0.0,0.0,1.0
34.0,7.0,0.0,1.0,1.0,29.0,0.0,1.0,2.0,15.0,4.0,285.0,5.0,-1.0,0.0,0.0,0.0
27.0,5.0,0.0,1.0,1.0,2329.0,1.0,1.0,1.0,27.0,9.0,131.0,1.0,-1.0,0.0,0.0,0.0
44.0,4.0,0.0,2.0,1.0,-156.0,1.0,0.0,2.0,30.0,6.0,1211.0,2.0,-1.0,0.0,0.0,0.0
31.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,19.0,7.0,155.0,4.0,-1.0,0.0,0.0,1.0
34.0,7.0,0.0,1.0,1.0,34.0,1.0,1.0,2.0,30.0,0.0,379.0,1.0,-1.0,0.0,0.0,1.0
36.0,8.0,1.0,3.0,1.0,1354.0,0.0,1.0,2.0,14.0,4.0,1723.0,1.0,356.0,2.0,3.0,0.0
28.0,6.0,2.0,1.0,1.0,949.0,0.0,1.0,0.0,28.0,4.0,1730.0,1.0,-1.0,0.0,0.0,0.0
34.0,0.0,0.0,3.0,1.0,79.0,0.0,1.0,2.0,5.0,7.0,203.0,1.0,92.0,5.0,3.0,0.0
26.0,3.0,2.0,3.0,1.0,194.0,1.0,1.0,2.0,22.0,3.0,407.0,2.0,-1.0,0.0,0.0,0.0
30.0,10.0,2.0,1.0,1.0,2544.0,1.0,1.0,2.0,8.0,3.0,108.0,2.0,-1.0,0.0,0.0,0.0
31.0,5.0,2.0,1.0,1.0,159.0,0.0,1.0,2.0,21.0,10.0,66.0,1.0,182.0,1.0,2.0,1.0
38.0,7.0,0.0,2.0,1.0,714.0,0.0,1.0,0.0,29.0,4.0,225.0,3.0,-1.0,0.0,0.0,1.0
34.0,7.0,2.0,1.0,1.0,39.0,1.0,1.0,2.0,18.0,6.0,138.0,3.0,-1.0,0.0,0.0,1.0
33.0,3.0,0.0,3.0,1.0,71.0,1.0,1.0,2.0,16.0,10.0,136.0,1.0,287.0,1.0,2.0,1.0
42.0,3.0,0.0,3.0,1.0,1435.0,0.0,1.0,2.0,7.0,4.0,1148.0,1.0,-1.0,0.0,0.0,0.0
34.0,3.0,2.0,3.0,1.0,757.0,1.0,1.0,2.0,18.0,7.0,37.0,4.0,-1.0,0.0,0.0,1.0
67.0,3.0,0.0,1.0,1.0,1287.0,1.0,1.0,2.0,2.0,1.0,511.0,1.0,-1.0,0.0,0.0,1.0
60.0,7.0,0.0,2.0,1.0,7929.0,1.0,1.0,0.0,1.0,3.0,111.0,1.0,-1.0,0.0,0.0,0.0
35.0,3.0,1.0,3.0,1.0,771.0,0.0,0.0,2.0,18.0,7.0,221.0,5.0,-1.0,0.0,0.0,1.0
35.0,4.0,0.0,3.0,1.0,2880.0,1.0,1.0,2.0,29.0,0.0,42.0,1.0,-1.0,0.0,0.0,1.0
35.0,8.0,0.0,1.0,1.0,2251.0,1.0,1.0,2.0,19.0,7.0,151.0,8.0,-1.0,0.0,0.0,1.0
29.0,7.0,2.0,1.0,1.0,922.0,0.0,1.0,2.0,18.0,4.0,72.0,1.0,-1.0,0.0,0.0,1.0
39.0,3.0,0.0,3.0,1.0,494.0,1.0,1.0,2.0,10.0,2.0,106.0,2.0,478.0,3.0,2.0,0.0
46.0,11.0,0.0,1.0,1.0,1757.0,0.0,1.0,0.0,14.0,4.0,380.0,4.0,-1.0,0.0,0.0,1.0
27.0,10.0,1.0,1.0,1.0,1977.0,0.0,1.0,2.0,22.0,4.0,449.0,1.0,-1.0,0.0,0.0,0.0
48.0,3.0,0.0,3.0,1.0,7867.0,0.0,0.0,0.0,30.0,4.0,306.0,3.0,-1.0,0.0,0.0,1.0
26.0,1.0,2.0,1.0,1.0,3247.0,1.0,1.0,1.0,6.0,1.0,341.0,3.0,-1.0,0.0,0.0,1.0
53.0,7.0,0.0,2.0,1.0,751.0,0.0,1.0,2.0,3.0,1.0,1528.0,2.0,-1.0,0.0,0.0,0.0
42.0,8.0,0.0,1.0,1.0,240.0,0.0,1.0,2.0,4.0,1.0,183.0,1.0,189.0,16.0,1.0,1.0
28.0,3.0,1.0,3.0,1.0,229.0,0.0,1.0,2.0,9.0,3.0,1042.0,2.0,315.0,2.0,1.0,0.0
45.0,3.0,0.0,1.0,1.0,21.0,0.0,1.0,0.0,3.0,5.0,788.0,2.0,-1.0,0.0,0.0,1.0
34.0,7.0,0.0,1.0,1.0,1464.0,0.0,1.0,2.0,28.0,7.0,207.0,3.0,130.0,5.0,1.0,0.0
38.0,11.0,2.0,1.0,1.0,895.0,0.0,1.0,2.0,12.0,4.0,1531.0,1.0,-1.0,0.0,0.0,0.0
50.0,7.0,0.0,0.0,1.0,452.0,1.0,1.0,2.0,20.0,7.0,181.0,2.0,-1.0,0.0,0.0,1.0
49.0,0.0,2.0,3.0,1.0,228.0,0.0,1.0,2.0,3.0,8.0,252.0,2.0,93.0,2.0,3.0,0.0
58.0,10.0,0.0,2.0,1.0,4198.0,1.0,1.0,2.0,15.0,9.0,441.0,5.0,246.0,5.0,2.0,0.0
34.0,3.0,0.0,3.0,1.0,1352.0,1.0,1.0,2.0,8.0,7.0,265.0,2.0,-1.0,0.0,0.0,1.0
48.0,10.0,0.0,2.0,1.0,788.0,1.0,1.0,1.0,9.0,6.0,36.0,2.0,-1.0,0.0,0.0,1.0
39.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,22.0,4.0,271.0,1.0,93.0,3.0,3.0,0.0
36.0,8.0,0.0,1.0,1.0,189.0,0.0,1.0,2.0,22.0,6.0,632.0,1.0,-1.0,0.0,0.0,1.0
26.0,3.0,2.0,3.0,1.0,3178.0,1.0,1.0,2.0,2.0,5.0,64.0,1.0,-1.0,0.0,0.0,1.0
45.0,7.0,0.0,1.0,1.0,87.0,0.0,1.0,2.0,14.0,4.0,96.0,1.0,360.0,3.0,2.0,1.0
41.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,29.0,3.0,395.0,3.0,426.0,1.0,1.0,0.0
31.0,10.0,2.0,1.0,1.0,2088.0,1.0,1.0,2.0,9.0,1.0,15.0,14.0,-1.0,0.0,0.0,1.0
33.0,3.0,0.0,3.0,1.0,1323.0,1.0,1.0,2.0,1.0,5.0,327.0,1.0,-1.0,0.0,0.0,0.0
37.0,0.0,2.0,1.0,1.0,22.0,0.0,1.0,2.0,7.0,4.0,28.0,2.0,289.0,5.0,2.0,1.0
43.0,3.0,0.0,3.0,1.0,136.0,1.0,1.0,2.0,6.0,7.0,120.0,2.0,-1.0,0.0,0.0,1.0
24.0,0.0,2.0,1.0,1.0,172.0,1.0,1.0,2.0,3.0,1.0,114.0,1.0,-1.0,0.0,0.0,1.0
31.0,0.0,0.0,1.0,1.0,685.0,0.0,1.0,2.0,15.0,4.0,552.0,1.0,329.0,3.0,2.0,0.0
31.0,10.0,2.0,1.0,1.0,31868.0,1.0,1.0,1.0,14.0,7.0,34.0,6.0,-1.0,0.0,0.0,1.0
26.0,0.0,2.0,3.0,1.0,313.0,1.0,0.0,2.0,26.0,1.0,210.0,2.0,-1.0,0.0,0.0,0.0
59.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,239.0,1.0,-1.0,0.0,0.0,1.0
54.0,3.0,1.0,1.0,1.0,300.0,0.0,1.0,2.0,20.0,10.0,562.0,2.0,-1.0,0.0,0.0,0.0
38.0,4.0,0.0,2.0,1.0,3918.0,1.0,1.0,2.0,27.0,7.0,101.0,3.0,-1.0,0.0,0.0,1.0
29.0,10.0,2.0,3.0,1.0,2178.0,1.0,1.0,2.0,22.0,9.0,260.0,2.0,139.0,1.0,1.0,0.0
41.0,7.0,2.0,2.0,1.0,22.0,0.0,1.0,0.0,14.0,4.0,152.0,1.0,-1.0,0.0,0.0,1.0
31.0,10.0,0.0,3.0,1.0,3382.0,1.0,1.0,2.0,30.0,3.0,739.0,1.0,-1.0,0.0,0.0,0.0
56.0,3.0,0.0,3.0,1.0,-6.0,1.0,1.0,1.0,31.0,6.0,29.0,16.0,-1.0,0.0,0.0,1.0
30.0,8.0,0.0,3.0,1.0,2666.0,1.0,1.0,2.0,4.0,1.0,467.0,1.0,-1.0,0.0,0.0,0.0
29.0,0.0,2.0,3.0,1.0,8.0,1.0,0.0,2.0,2.0,2.0,107.0,1.0,-1.0,0.0,0.0,1.0
50.0,10.0,0.0,3.0,1.0,3117.0,1.0,1.0,2.0,20.0,10.0,44.0,2.0,164.0,1.0,2.0,1.0
27.0,0.0,2.0,1.0,1.0,125.0,1.0,1.0,2.0,21.0,6.0,104.0,1.0,288.0,8.0,2.0,1.0
59.0,9.0,0.0,1.0,1.0,2396.0,1.0,1.0,2.0,27.0,7.0,1040.0,6.0,-1.0,0.0,0.0,0.0
37.0,7.0,2.0,1.0,1.0,133.0,0.0,1.0,2.0,11.0,4.0,1388.0,2.0,-1.0,0.0,0.0,0.0
35.0,7.0,0.0,1.0,1.0,667.0,0.0,1.0,2.0,14.0,4.0,10.0,5.0,324.0,27.0,1.0,1.0
25.0,0.0,0.0,0.0,1.0,349.0,0.0,1.0,2.0,22.0,6.0,1037.0,8.0,-1.0,0.0,0.0,0.0
60.0,9.0,0.0,1.0,1.0,8590.0,1.0,1.0,0.0,5.0,5.0,85.0,1.0,-1.0,0.0,0.0,1.0
53.0,0.0,0.0,1.0,1.0,578.0,1.0,1.0,2.0,29.0,7.0,59.0,2.0,-1.0,0.0,0.0,1.0
41.0,7.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,23.0,6.0,74.0,5.0,-1.0,0.0,0.0,1.0
39.0,3.0,1.0,3.0,1.0,224.0,1.0,1.0,2.0,5.0,3.0,208.0,1.0,-1.0,0.0,0.0,0.0
37.0,7.0,0.0,2.0,1.0,157.0,0.0,1.0,0.0,30.0,4.0,833.0,8.0,-1.0,0.0,0.0,1.0
60.0,10.0,0.0,2.0,1.0,4243.0,0.0,1.0,2.0,4.0,1.0,387.0,1.0,251.0,1.0,2.0,1.0
52.0,2.0,0.0,1.0,1.0,1416.0,1.0,1.0,2.0,13.0,8.0,218.0,3.0,187.0,3.0,3.0,0.0
25.0,7.0,0.0,1.0,1.0,758.0,0.0,1.0,0.0,28.0,4.0,504.0,3.0,-1.0,0.0,0.0,1.0
41.0,7.0,0.0,2.0,1.0,-441.0,0.0,1.0,2.0,5.0,4.0,352.0,1.0,-1.0,0.0,0.0,1.0
46.0,3.0,0.0,3.0,1.0,110.0,0.0,0.0,2.0,20.0,7.0,243.0,5.0,-1.0,0.0,0.0,1.0
49.0,0.0,2.0,3.0,1.0,228.0,0.0,1.0,2.0,2.0,5.0,407.0,1.0,92.0,1.0,3.0,0.0
48.0,11.0,0.0,1.0,1.0,1573.0,1.0,1.0,2.0,5.0,7.0,165.0,1.0,-1.0,0.0,0.0,1.0
29.0,3.0,2.0,3.0,1.0,2531.0,1.0,1.0,2.0,19.0,7.0,634.0,1.0,-1.0,0.0,0.0,0.0
41.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,17.0,10.0,789.0,1.0,-1.0,0.0,0.0,0.0
43.0,10.0,0.0,1.0,1.0,3288.0,0.0,1.0,2.0,21.0,10.0,775.0,3.0,-1.0,0.0,0.0,0.0
31.0,0.0,2.0,1.0,1.0,626.0,0.0,1.0,0.0,21.0,4.0,211.0,1.0,-1.0,0.0,0.0,1.0
26.0,8.0,2.0,3.0,1.0,168.0,1.0,1.0,2.0,30.0,3.0,394.0,1.0,-1.0,0.0,0.0,0.0
39.0,5.0,0.0,3.0,0.0,-172.0,0.0,1.0,2.0,15.0,4.0,562.0,2.0,-1.0,0.0,0.0,0.0
41.0,3.0,0.0,3.0,1.0,-195.0,1.0,0.0,2.0,20.0,10.0,112.0,1.0,-1.0,0.0,0.0,1.0
32.0,11.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,11.0,6.0,333.0,2.0,-1.0,0.0,0.0,1.0
43.0,7.0,0.0,2.0,1.0,18.0,0.0,1.0,2.0,14.0,4.0,131.0,2.0,370.0,3.0,1.0,1.0
43.0,10.0,0.0,2.0,1.0,4844.0,0.0,1.0,2.0,19.0,10.0,434.0,1.0,-1.0,0.0,0.0,1.0
45.0,3.0,1.0,1.0,1.0,644.0,0.0,1.0,0.0,4.0,5.0,633.0,1.0,-1.0,0.0,0.0,0.0
39.0,2.0,2.0,3.0,1.0,7.0,0.0,1.0,2.0,20.0,10.0,931.0,4.0,-1.0,0.0,0.0,0.0
34.0,7.0,0.0,1.0,1.0,496.0,0.0,1.0,2.0,13.0,4.0,333.0,1.0,-1.0,0.0,0.0,0.0
29.0,3.0,2.0,3.0,1.0,265.0,1.0,1.0,2.0,22.0,4.0,491.0,1.0,-1.0,0.0,0.0,0.0
54.0,3.0,0.0,3.0,1.0,534.0,1.0,1.0,2.0,1.0,5.0,177.0,2.0,-1.0,0.0,0.0,0.0
32.0,8.0,0.0,3.0,1.0,1423.0,1.0,1.0,2.0,6.0,7.0,1249.0,4.0,-1.0,0.0,0.0,0.0
43.0,3.0,1.0,1.0,1.0,51.0,1.0,1.0,2.0,2.0,1.0,430.0,1.0,-1.0,0.0,0.0,0.0
47.0,4.0,1.0,2.0,1.0,61.0,1.0,1.0,2.0,29.0,6.0,69.0,5.0,-1.0,0.0,0.0,1.0
39.0,3.0,1.0,3.0,1.0,3261.0,0.0,1.0,0.0,9.0,5.0,150.0,17.0,-1.0,0.0,0.0,1.0
38.0,0.0,0.0,3.0,1.0,1988.0,1.0,1.0,2.0,27.0,2.0,164.0,2.0,130.0,2.0,2.0,0.0
39.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,7.0,6.0,281.0,1.0,-1.0,0.0,0.0,1.0
39.0,3.0,2.0,3.0,1.0,2454.0,0.0,1.0,2.0,4.0,4.0,716.0,3.0,263.0,2.0,2.0,0.0
30.0,11.0,2.0,1.0,1.0,101.0,0.0,1.0,2.0,19.0,10.0,85.0,2.0,-1.0,0.0,0.0,1.0
32.0,0.0,0.0,1.0,1.0,995.0,1.0,1.0,2.0,3.0,8.0,331.0,1.0,99.0,2.0,1.0,0.0
60.0,4.0,1.0,1.0,1.0,387.0,0.0,1.0,0.0,4.0,5.0,235.0,1.0,-1.0,0.0,0.0,1.0
35.0,10.0,2.0,3.0,1.0,33.0,1.0,1.0,2.0,29.0,7.0,300.0,2.0,-1.0,0.0,0.0,1.0
41.0,10.0,2.0,3.0,1.0,1646.0,0.0,1.0,2.0,5.0,4.0,258.0,1.0,90.0,7.0,3.0,0.0
35.0,7.0,0.0,1.0,1.0,5639.0,0.0,1.0,2.0,20.0,10.0,945.0,2.0,-1.0,0.0,0.0,0.0
55.0,7.0,0.0,2.0,1.0,158.0,0.0,1.0,0.0,15.0,4.0,176.0,18.0,-1.0,0.0,0.0,1.0
32.0,10.0,0.0,1.0,1.0,599.0,1.0,1.0,2.0,19.0,10.0,79.0,1.0,-1.0,0.0,0.0,1.0
36.0,11.0,0.0,1.0,1.0,52.0,0.0,1.0,2.0,7.0,8.0,351.0,1.0,95.0,6.0,3.0,0.0
68.0,9.0,0.0,3.0,1.0,2820.0,1.0,1.0,2.0,3.0,11.0,154.0,1.0,97.0,2.0,2.0,0.0
50.0,10.0,0.0,1.0,1.0,2218.0,0.0,1.0,2.0,17.0,7.0,711.0,1.0,-1.0,0.0,0.0,0.0
34.0,3.0,0.0,3.0,1.0,3050.0,0.0,1.0,2.0,13.0,4.0,469.0,1.0,-1.0,0.0,0.0,0.0
56.0,0.0,2.0,1.0,1.0,4118.0,1.0,1.0,1.0,27.0,4.0,165.0,1.0,-1.0,0.0,0.0,0.0
31.0,0.0,0.0,1.0,1.0,535.0,1.0,1.0,0.0,9.0,4.0,249.0,3.0,-1.0,0.0,0.0,1.0
21.0,6.0,2.0,0.0,1.0,1506.0,1.0,1.0,2.0,14.0,8.0,340.0,1.0,-1.0,0.0,0.0,0.0
26.0,0.0,0.0,1.0,1.0,3415.0,1.0,1.0,2.0,8.0,3.0,209.0,1.0,-1.0,0.0,0.0,0.0
44.0,4.0,0.0,2.0,0.0,-972.0,0.0,0.0,0.0,16.0,4.0,114.0,2.0,-1.0,0.0,0.0,1.0
